,Submission ID,taste,Gender,most_expensive_purchase_cat,num_cups_daily,coffee_location,fav_drink,age,is_espresso,pref_roast,whole_milk,skim_milk,half_and_half,creamer,flav_creamer,oat_milk,almond_milk,soy_milk,other_dairy,sugar,art_sweet,honey,maple_syrup,stevia,agave_nectar,brown_sugar,raw_sugar,ethnicity,employment_status
1203,rl2y5l,Caramalized,Female,1,0,"At home, At a cafe, On the go",Latte,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1204,rl2DLl,Chocolatey,Female,0,0,"At home, At a cafe",Latte,55-64 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1205,9d2N4K,Sweet,Non-binary,0,2,"At home, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1206,XeO52V,Fruity,Male,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1207,AlWPgo,Nutty,Female,0,2,"At the office, At home, On the go",Cold brew,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1208,aBZOvy,Bright,Non-binary,1,2,"At home, At a cafe",Latte,25-34 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1209,8djNDz,Sweet,Female,1,1,"At home, On the go",Iced coffee,25-34 years old,False,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1210,eB95oJ,Full Bodied,Female,1,2,On the go,Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1211,Rz8Wyj,Fruity,Male,0,3,"At a cafe, At the office, At home",Mocha,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1212,blN5jL,Full Bodied,Male,1,2,"On the go, At a cafe, At home, At the office",Iced coffee,18-24 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
1213,5dEXJ6,Chocolatey,Male,0,2,"At home, At a cafe",Mocha,18-24 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1214,xd9x8J,Chocolatey,Male,0,2,"On the go, At home",Mocha,25-34 years old,True,Dark,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,White/Caucasian,Employed full-time
1215,vNqX5D,Full Bodied,Male,0,2,"At a cafe, At home",Cappuccino,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1216,0EoV9y,Nutty,Female,0,0,"On the go, At home, At a cafe",Cappuccino,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1217,DV0q8R,Bright,Non-binary,0,1,"At home, On the go",Regular drip coffee,25-34 years old,False,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
1218,aBZ95W,Full Bodied,Male,0,0,At a cafe,Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
1219,BG8EjA,Chocolatey,Male,1,4,"At home, At a cafe",Americano,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1220,aBZ9GX,Fruity,Female,1,1,"At home, At a cafe",Espresso,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1221,aBZOMB,Nutty,Female,1,1,"On the go, At home, At a cafe",Cappuccino,35-44 years old,True,Dark,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1222,AlWzdy,Fruity,,,3,"At home, At the office, At a cafe, On the go",Pourover,45-54 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1223,rl2Djp,Sweet,Male,0,5,"At home, On the go",Cortado,35-44 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1224,zKWjyE,Juicy,Male,1,1,"At home, At a cafe, At the office",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1225,OA8aLg,Juicy,Female,1,2,"At a cafe, At home, On the go",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1226,jBGZBQ,Chocolatey,Female,0,0,"At home, At a cafe",Latte,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,White/Caucasian,Employed full-time
1227,yleXOB,Fruity,Male,1,2,"On the go, At home",Cortado,25-34 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1228,OA8akK,Fruity,Female,0,2,"At home, At a cafe",Cappuccino,35-44 years old,True,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1229,J28qao,,,,2,"At a cafe, On the go, At home, At the office",Cortado,25-34 years old,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1230,VZoGry,Juicy,,,2,"At a cafe, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1231,6drDqP,Full Bodied,Male,1,1,"At home, At a cafe",Other,25-34 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1232,lNVBok,Bright,Male,0,2,"At home, At a cafe",Pourover,45-54 years old,False,Blonde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1233,zKWNxa,Juicy,Male,1,3,"At a cafe, On the go, At home, At the office",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1234,0Eo7O0,Fruity,Male,1,1,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1235,VZojZl,Caramalized,Female,1,2,"At home, At a cafe, On the go",Cold brew,18-24 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
1236,jBGby9,Juicy,Male,1,0,"At home, At a cafe",Espresso,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed part-time
1237,zKWNKE,Nutty,Male,1,1,On the go,Latte,18-24 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Unemployed
1238,Ld5zz1,Fruity,Male,1,4,"At a cafe, At home",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1239,XeOrQg,Caramalized,,,0,At a cafe,Latte,25-34 years old,True,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1240,rl2Bgl,Chocolatey,Male,0,2,"At the office, At a cafe, At home",Espresso,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1241,5dE4eE,Bold,Male,0,2,"At the office, On the go, At home, At a cafe",Latte,18-24 years old,True,Medium,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed part-time
1242,jBGaVR,Juicy,Female,0,2,"At home, On the go",Regular drip coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
1243,Rz8dZK,Chocolatey,Female,0,0,At a cafe,Cappuccino,35-44 years old,True,Blonde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1244,GrYKgp,Chocolatey,Male,0,1,"At home, At a cafe",Espresso,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1245,DV0Kbq,Fruity,Male,1,3,"At home, On the go",Pourover,35-44 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1246,kYOb9r,Chocolatey,Female,1,1,On the go,Latte,25-34 years old,True,Blonde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
1247,VZoGJ6,Bright,Female,1,0,At a cafe,Latte,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed full-time
1248,qbja4Y,Floral,Male,1,2,"At home, At a cafe",Pourover,35-44 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1249,Rz8KWd,Chocolatey,Female,0,1,"At home, At a cafe",Mocha,35-44 years old,True,Medium,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1250,WAl9ee,Floral,Male,0,2,"At home, At a cafe",Cappuccino,25-34 years old,True,Light,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1251,5dE4Ab,Fruity,Male,0,3,"At home, At the office, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1252,rl2BZL,Floral,Male,1,1,"At the office, At home, At a cafe",Americano,18-24 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1253,WAlEEN,Bold,Male,0,2,"At home, At the office, On the go",Regular drip coffee,45-54 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1254,1rGdKM,Chocolatey,Female,1,1,"At home, At a cafe",Iced coffee,35-44 years old,False,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Homemaker
1255,WAlrbP,Juicy,Male,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1256,7d4L12,Chocolatey,Non-binary,1,1,"At home, On the go, At the office",Latte,25-34 years old,True,Medium,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1257,pL4y4y,Caramalized,Male,1,3,"At home, At a cafe",Pourover,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1258,oAle1P,Floral,,,0,At a cafe,Latte,35-44 years old,True,Blonde,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1259,DV0kER,Full Bodied,Female,1,2,"At the office, At home, At a cafe",Latte,25-34 years old,True,Light,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1260,AlW2vk,Sweet,Male,0,2,"At home, At the office, On the go",Other,55-64 years old,False,Blonde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1261,6drjXo,Full Bodied,Male,1,3,"At the office, At home, At a cafe",Pourover,55-64 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1262,EP8d7o,Full Bodied,Other,1,1,"On the go, At home",Latte,18-24 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Student
1263,pL4y8E,Caramalized,Male,1,2,"At home, On the go, At a cafe",Latte,45-54 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1264,24OABe,Caramalized,Female,1,1,"At home, At the office, On the go, At a cafe",Latte,35-44 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1265,rl2Bzo,Nutty,,,3,"At home, On the go, At the office",,35-44 years old,False,Medium,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
1266,ZdPO2B,Full Bodied,Non-binary,1,2,"At home, At the office, At a cafe",Latte,35-44 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1267,9d2Zp1,Bright,Male,1,1,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1268,6drK0J,Full Bodied,Male,1,1,"At a cafe, At home, On the go",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1269,lNVO4V,Chocolatey,Male,0,2,"At a cafe, At home",Mocha,25-34 years old,True,Dark,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other (please specify),Employed part-time
1270,g5Wqll,Chocolatey,Male,0,2,"At home, At the office, On the go, At a cafe",Americano,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1271,8djL45,Chocolatey,Male,1,1,"At home, On the go, At the office",Cappuccino,25-34 years old,True,Medium,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1272,rl2oD5,Chocolatey,Female,0,1,"At home, On the go, At the office",Latte,18-24 years old,True,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
1273,oAl26X,Nutty,Female,1,0,"At a cafe, At home, On the go",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1274,MA8Ezl,Bright,Male,1,1,"At home, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1275,GrYR0k,Fruity,Female,1,1,"At a cafe, At home",Cortado,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1276,MA8EAk,Chocolatey,,,2,"At home, On the go, At the office",Pourover,25-34 years old,False,Blonde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1277,OA8787,Full Bodied,Female,1,2,"At home, At a cafe, On the go",Regular drip coffee,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1278,24OKL9,Nutty,Other,1,2,"At home, On the go, At the office",Latte,25-34 years old,True,Light,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
1279,pL4D9E,,,,2,"At home, On the go",Pourover,25-34 years old,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1280,VZozlM,Chocolatey,Female,0,1,"On the go, At home",Latte,25-34 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
1281,kYONrJ,Floral,Male,0,2,"At home, On the go",Other,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1282,jBGl1a,Bright,Male,0,2,"At home, On the go",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1283,24OPPA,Juicy,,,1,"At home, At a cafe",Pourover,25-34 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1284,7d4xXA,Fruity,Male,1,2,"At home, At a cafe",Pourover,45-54 years old,False,Nordic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
1285,ZdPaNA,Nutty,Other,0,0,"At home, At a cafe",Cappuccino,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Employed full-time
1286,zKWYR1,Fruity,Male,0,3,"At home, At a cafe",Pourover,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1287,PA8OJ0,Full Bodied,Male,0,2,"At home, At a cafe",Cortado,18-24 years old,True,Dark,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed part-time
1288,WAlzbQ,Fruity,Male,1,2,"At the office, At home, At a cafe",Iced coffee,25-34 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1289,vNqyev,Caramalized,Female,0,1,"At the office, On the go",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1290,42PxP5,Chocolatey,Male,0,2,"At the office, At home, On the go, At a cafe",Cortado,25-34 years old,True,Medium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1291,oAlMgx,Fruity,Male,1,1,"At home, At a cafe",Pourover,25-34 years old,False,Light,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1292,lNVdxp,Chocolatey,,,0,"At home, At a cafe",Cappuccino,25-34 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1293,6dr2Be,Fruity,Male,1,0,"At a cafe, At home",Latte,18-24 years old,True,Light,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1294,6dr2lO,Sweet,Female,1,0,"At home, At a cafe",Cappuccino,45-54 years old,True,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1295,EP8WgN,Chocolatey,Male,0,2,"At the office, At home, At a cafe",Cappuccino,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Employed full-time
1296,Ld5WAz,Sweet,Female,0,0,At a cafe,Mocha,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1297,MA8bXl,Fruity,,,0,"At home, At a cafe",Pourover,18-24 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1298,7d4Ng6,Juicy,Male,0,0,At a cafe,Cappuccino,35-44 years old,True,Light,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,White/Caucasian,Employed full-time
1299,rl2AgR,Nutty,Male,0,1,"At the office, At a cafe, On the go",Other,25-34 years old,False,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1300,NA86AB,Nutty,Female,1,3,"At the office, At a cafe, On the go",Mocha,25-34 years old,True,Dark,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed part-time
1301,DV0Nvb,Fruity,,,2,"At home, At a cafe",Latte,25-34 years old,True,Medium,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1302,Ld5b5O,Floral,Male,1,2,"At home, At the office, At a cafe",Pourover,35-44 years old,False,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1303,yle6oW,Chocolatey,Female,1,1,"On the go, At a cafe",Iced coffee,25-34 years old,False,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asian/Pacific Islander,Employed full-time
1304,NA8oKO,Bright,Male,0,2,"At home, At a cafe",Espresso,45-54 years old,True,Light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,White/Caucasian,Employed full-time
1305,Rz80kv,Bright,Male,1,2,"At home, At a cafe",Pourover,25-34 years old,False,Light,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic/Latino,Unemployed
1306,7d4WYR,Chocolatey,Female,0,1,"At home, On the go",Latte,35-44 years old,True,Dark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Black/African American,Homemaker
